DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,FATAL_NO,SPEEDING,REDLIGHT,ALCOHOL,HOOD_158,NEIGHBOURHOOD_158,DIVISION,row_num
2021-10-01,20:39:00,EGLINTON AVE E,MIDLAND AVE,Major Arterial,Scarborough,Clear,Dark,Dry,Fatal,Passenger,20 to 24,None,None,None,Yes,None,124,Kennedy Park,D41,3
2021-10-03,1:32:00,F G GARDINER XY  E,ISLINGTON AVE,Expressway,Etobicoke York,Clear,Dark,Dry,Fatal,Passenger,55 to 59,Fatal,40,Yes,Yes,None,160,Mimico-Queensway,D22,1
2021-10-03,1:32:00,F G GARDINER XY  E,ISLINGTON AVE,Expressway,Etobicoke York,Clear,Dark,Dry,Fatal,Driver,60 to 64,Minor,None,Yes,Yes,None,160,Mimico-Queensway,D22,2
2021-10-03,1:32:00,F G GARDINER XY  E,ISLINGTON AVE,Expressway,Etobicoke York,Clear,Dark,Dry,Fatal,Driver,30 to 34,None,None,Yes,Yes,None,160,Mimico-Queensway,D22,3
2021-10-03,6:09:00,477 DUNDAS ST W,None,Major Arterial,Toronto and East York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,70 to 74,None,None,None,None,None,78,Kensington-Chinatown,D52,1
2021-10-03,6:09:00,477 DUNDAS ST W,None,Major Arterial,Toronto and East York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,70 to 74,Major,None,None,None,None,78,Kensington-Chinatown,D52,2
2021-10-04,11:50:00,BAYVIEW AVE,CUMMER  AVE,Major Arterial,North York,Clear,Daylight,Wet,Non-Fatal Injury,Driver,70 to 74,None,None,None,None,None,49,Bayview Woods-Steeles,D33,1
2021-10-04,11:50:00,BAYVIEW AVE,CUMMER  AVE,Major Arterial,North York,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian,75 to 79,Major,None,None,None,None,49,Bayview Woods-Steeles,D33,2
2021-10-05,12:30:00,755 OAKDALE ROAD (WESTVIEW CENTENN,OAKDALE ROAD,Minor Arterial,North York,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Driver,15 to 19,Major,None,None,Yes,None,25,Glenfield-Jane Heights,D31,1
2021-10-05,12:30:00,755 OAKDALE ROAD (WESTVIEW CENTENN,OAKDALE ROAD,Minor Arterial,North York,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Driver,70 to 74,Major,None,None,Yes,None,25,Glenfield-Jane Heights,D31,2
2021-10-07,6:37:00,DISCO RD,120,Collector,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,None,None,None,Yes,None,1,West Humber-Clairville,D23,1
2021-10-07,6:37:00,DISCO RD,120,Collector,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,Major,None,None,Yes,None,1,West Humber-Clairville,D23,2
2021-10-07,7:02:00,LAKE SHORE BV E,DON RY,Expressway,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,45 to 49,Major,None,Yes,Yes,None,166,St Lawrence-East Bayfront-The Islands,D51,1
2021-10-08,19:12:00,WELLINGTON ST W,UNIVERSITY  AVE,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,unknown,None,None,None,None,None,170,Yonge-Bay Corridor,D52,1
2021-10-08,19:12:00,WELLINGTON ST W,UNIVERSITY  AVE,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,None,None,None,None,170,Yonge-Bay Corridor,D52,2
2021-10-11,13:58:00,VALLEY WOODS RD,YORK MILLS RD,Collector,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,35 to 39,Major,None,Yes,Yes,None,150,Fenside-Parkwoods,D33,1
2021-10-11,21:02:00,Bayview Avenue,Rosedale Valley Road,None,None,Clear,Dark,Dry,Non-Fatal Injury,Motorcycle Driver,55 to 59,Major,None,None,Yes,None,72,Regent Park,D51,1
2021-10-11,21:02:00,Bayview Avenue,Rosedale Valley Road,None,None,Clear,Dark,Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,Yes,None,72,Regent Park,D51,2
2021-10-12,13:56:00,LAWRENCE  AVE W,DUPLEX AVE,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,None,None,None,None,None,103,Lawrence Park South,D53,1
2021-10-12,13:56:00,LAWRENCE  AVE W,DUPLEX AVE,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,85 to 89,Major,None,None,None,None,103,Lawrence Park South,D53,2
2021-10-12,16:39:00,PARKSIDE DR,SPRING RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Passenger,70 to 74,None,None,Yes,Yes,None,87,High Park-Swansea,D11,1
2021-10-12,16:39:00,PARKSIDE DR,SPRING RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Passenger,65 to 69,Fatal,42,Yes,Yes,None,87,High Park-Swansea,D11,2
2021-10-12,16:39:00,PARKSIDE DR,SPRING RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Driver,50 to 54,None,None,Yes,Yes,None,87,High Park-Swansea,D11,3
2021-10-12,16:39:00,PARKSIDE DR,SPRING RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Driver,35 to 39,Major,None,Yes,Yes,None,87,High Park-Swansea,D11,4
2021-10-12,16:39:00,PARKSIDE DR,SPRING RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Driver,70 to 74,Minor,None,Yes,Yes,None,87,High Park-Swansea,D11,5
2021-10-12,16:39:00,PARKSIDE DR,SPRING RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Passenger,70 to 74,Minor,None,Yes,Yes,None,87,High Park-Swansea,D11,6
2021-10-12,16:39:00,PARKSIDE DR,SPRING RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Driver,55 to 59,None,None,Yes,Yes,None,87,High Park-Swansea,D11,7
2021-10-12,16:39:00,PARKSIDE DR,SPRING RD,Major Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Driver,70 to 74,Fatal,41,Yes,Yes,None,87,High Park-Swansea,D11,8
2021-10-12,20:35:00,40 FARNSWORTH DR,FARNSWORTH DR,Local,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,40 to 44,Major,None,None,None,None,23,Pelmo Park-Humberlea,D12,1
2021-10-13,15:20:00,KINGSTON RD,#4351,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,None,None,None,Yes,None,136,West Hill,D43,1
2021-10-13,15:20:00,KINGSTON RD,#4351,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,45 to 49,Major,None,None,Yes,None,136,West Hill,D43,2
2021-10-13,19:27:00,DON MILLS RD,THE DONWAY  W,Minor Arterial,North York,Clear,"Dark, artificial",Dry,Fatal,Pedestrian,60 to 64,Fatal,43,None,None,None,42,Banbury-Don Mills,D33,1
2021-10-13,19:27:00,DON MILLS RD,THE DONWAY  W,Minor Arterial,North York,Clear,"Dark, artificial",Dry,Fatal,Driver,35 to 39,None,None,None,None,None,42,Banbury-Don Mills,D33,2
2021-10-13,19:27:00,DON MILLS RD,THE DONWAY  W,Minor Arterial,North York,Clear,"Dark, artificial",Dry,Fatal,Passenger,5 to 9,None,None,None,None,None,42,Banbury-Don Mills,D33,3
2021-10-13,19:27:00,DON MILLS RD,THE DONWAY  W,Minor Arterial,North York,Clear,"Dark, artificial",Dry,Fatal,Passenger,5 to 9,None,None,None,None,None,42,Banbury-Don Mills,D33,4
2021-10-15,12:01:00,BURNHAMTHORPE RD,SHAVER AVE N,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Fatal,Driver,55 to 59,Fatal,44,Yes,Yes,None,158,Islington,D22,1
2021-10-15,12:01:00,BURNHAMTHORPE RD,SHAVER AVE N,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Fatal,Driver,20 to 24,Minor,None,Yes,Yes,None,158,Islington,D22,2
2021-10-15,14:50:00,RICHMOND ST W,DUNCAN  ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,Yes,None,164,Wellington Place,D52,1
2021-10-15,14:50:00,RICHMOND ST W,DUNCAN  ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,55 to 59,Major,None,None,Yes,None,164,Wellington Place,D52,2
2021-10-16,19:17:00,BAY  ST,CUMBERLAND ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,unknown,None,None,Yes,Yes,None,95,Annex,D53,1
2021-10-16,19:17:00,BAY  ST,CUMBERLAND ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,20 to 24,Major,None,Yes,Yes,None,95,Annex,D53,2
2021-10-18,15:04:00,MCCOWAN RD,FINCH  AVE E,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,Major,None,None,None,None,129,Agincourt North,D42,1
2021-10-18,15:04:00,MCCOWAN RD,FINCH  AVE E,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,55 to 59,Minimal,None,None,None,None,129,Agincourt North,D42,2
2021-10-19,11:40:00,DANFORTH AVE,BIRCHMOUNT RD,Minor Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Pedestrian,15 to 19,Fatal,45,None,Yes,None,122,Birchcliffe-Cliffside,D41,1
2021-10-19,11:40:00,DANFORTH AVE,BIRCHMOUNT RD,Minor Arterial,Scarborough,Clear,Daylight,Dry,Fatal,Driver,40 to 44,None,None,None,Yes,None,122,Birchcliffe-Cliffside,D41,2
2021-10-19,21:36:00,O CONNOR DR,PEPLER AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Fatal,Driver,80 to 84,None,None,None,None,None,58,Old East York,D55,1
2021-10-19,21:36:00,O CONNOR DR,PEPLER AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Fatal,Driver,40 to 44,None,None,None,None,None,58,Old East York,D55,2
2021-10-19,21:36:00,O CONNOR DR,PEPLER AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Fatal,Pedestrian,80 to 84,Fatal,46,None,None,None,58,Old East York,D55,3
2021-10-20,23:18:00,LAWRENCE AVE EAST,GREENHOLM CRCT,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,Major,None,None,Yes,None,141,Golfdale-Cedarbrae-Woburn,D43,1
2021-10-20,23:18:00,LAWRENCE AVE EAST,GREENHOLM CRCT,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,Minimal,None,None,Yes,None,141,Golfdale-Cedarbrae-Woburn,D43,2
2021-10-20,23:18:00,LAWRENCE AVE EAST,GREENHOLM CRCT,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,15 to 19,None,None,None,Yes,None,141,Golfdale-Cedarbrae-Woburn,D43,3
2021-10-21,22:22:00,MCCOWAN RD,EGLINTON AVE E,Major Arterial,Scarborough,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,45 to 49,None,None,None,Yes,None,138,Eglinton East,D43,1
2021-10-21,22:22:00,MCCOWAN RD,EGLINTON AVE E,Major Arterial,Scarborough,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,20 to 24,Major,None,None,Yes,None,138,Eglinton East,D43,2
2021-10-22,23:19:00,WILSON AV,ALLINGHAM GS,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,Minor,None,Yes,Yes,None,33,Clanton Park,D32,1
2021-10-22,23:19:00,WILSON AV,ALLINGHAM GS,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,45 to 49,Minimal,None,Yes,Yes,None,33,Clanton Park,D32,2
2021-10-22,23:19:00,WILSON AV,ALLINGHAM GS,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,15 to 19,Major,None,Yes,Yes,None,33,Clanton Park,D32,3
2021-10-22,23:19:00,WILSON AV,ALLINGHAM GS,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,15 to 19,Major,None,Yes,Yes,None,33,Clanton Park,D32,4
2021-10-22,23:19:00,WILSON AV,ALLINGHAM GS,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,15 to 19,Major,None,Yes,Yes,None,33,Clanton Park,D32,5
2021-10-22,23:19:00,WILSON AV,ALLINGHAM GS,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,15 to 19,Minor,None,Yes,Yes,None,33,Clanton Park,D32,6
2021-10-24,20:19:00,2233 BARTOR RD,None,Minor Arterial,Etobicoke York,Clear,Dark,Dry,Fatal,Driver,30 to 34,None,None,None,None,None,154,Oakdale-Beverley Heights,D31,1
2021-10-24,20:19:00,2233 BARTOR RD,None,Minor Arterial,Etobicoke York,Clear,Dark,Dry,Fatal,Driver,45 to 49,Fatal,49,None,None,None,154,Oakdale-Beverley Heights,D31,2
2021-10-25,12:55:00,ORIOLE PKWY,EGLINTON AVE W,Minor Arterial,Toronto and East York,Rain,Daylight,Wet,Non-Fatal Injury,Driver,30 to 34,None,None,None,None,None,100,Yonge-Eglinton,D53,1
2021-10-25,12:55:00,ORIOLE PKWY,EGLINTON AVE W,Minor Arterial,Toronto and East York,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian,30 to 34,Major,None,None,None,None,100,Yonge-Eglinton,D53,2
2021-10-25,18:35:00,LAKE SHORE BLVD W,TWENTY FIRST ST,Major Arterial,Etobicoke York,Rain,"Dusk, artificial",Wet,Fatal,Pedestrian,65 to 69,Fatal,48,None,None,None,18,New Toronto,D22,1
2021-10-25,18:35:00,LAKE SHORE BLVD W,TWENTY FIRST ST,Major Arterial,Etobicoke York,Rain,"Dusk, artificial",Wet,Fatal,Driver,40 to 44,None,None,None,None,None,18,New Toronto,D22,2
2021-10-27,8:12:00,DUNCANWOODS DR,NAVENBY  CRES,Collector,Etobicoke York,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,None,None,None,None,None,21,Humber Summit,D31,1
2021-10-27,8:12:00,DUNCANWOODS DR,NAVENBY  CRES,Collector,Etobicoke York,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian,40 to 44,Major,None,None,None,None,21,Humber Summit,D31,2
2021-10-27,8:12:00,DUNCANWOODS DR,NAVENBY  CRES,Collector,Etobicoke York,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian,5 to 9,Minor,None,None,None,None,21,Humber Summit,D31,3
2021-10-29,2:48:00,VICTORIA PARK AV,GERRARD ST E,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,None,None,62,East End-Danforth,D55,1
2021-10-29,2:48:00,VICTORIA PARK AV,GERRARD ST E,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,30 to 34,Major,None,None,None,None,62,East End-Danforth,D55,2
2021-10-29,23:00:00,3600 STEELES AVE W,None,Major Arterial,Etobicoke York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,25 to 29,None,None,None,None,None,21,Humber Summit,D31,1
2021-10-29,23:00:00,3600 STEELES AVE W,None,Major Arterial,Etobicoke York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,35 to 39,Major,None,None,None,None,21,Humber Summit,D31,2
2021-10-30,18:40:00,KENNEDY RD,LAWRENCE AVE E,Major Arterial,Scarborough,Rain,"Dark, artificial",Wet,Fatal,Pedestrian,65 to 69,Fatal,47,None,None,None,126,Dorset Park,D41,1
2021-10-30,18:40:00,KENNEDY RD,LAWRENCE AVE E,Major Arterial,Scarborough,Rain,"Dark, artificial",Wet,Fatal,Driver,35 to 39,None,None,None,None,None,126,Dorset Park,D41,2
2021-10-31,3:24:00,WESTON RD,JUBILEE CRES,Major Arterial,North York,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Driver,20 to 24,Major,None,None,Yes,None,23,Pelmo Park-Humberlea,D31,1
2021-11-01,22:05:00,2275 WARDEN AVE,None,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,Yes,None,118,Tam O'Shanter-Sullivan,D42,1
2021-11-01,22:05:00,2275 WARDEN AVE,None,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist,40 to 44,Major,None,None,Yes,None,118,Tam O'Shanter-Sullivan,D42,2
2021-11-05,17:11:00,THE QUEENSWAY,NORTH QUEEN ST,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,None,None,159,Etobicoke City Centre,D22,1
2021-11-05,17:11:00,THE QUEENSWAY,NORTH QUEEN ST,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,75 to 79,Major,None,None,None,None,159,Etobicoke City Centre,D22,2
2021-11-06,1:25:00,MIDDLEFIELD RD,FINCH  AVE E,Minor Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,None,None,129,Agincourt North,D42,1
2021-11-06,1:25:00,MIDDLEFIELD RD,FINCH  AVE E,Minor Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,None,None,None,None,129,Agincourt North,D42,2
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,Minor,None,Yes,Yes,None,172,Dovercourt Village,D14,1
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,None,None,Yes,Yes,None,172,Dovercourt Village,D14,2
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,Major,None,Yes,Yes,None,172,Dovercourt Village,D14,3
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,Yes,Yes,None,172,Dovercourt Village,D14,4
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,55 to 59,Minimal,None,Yes,Yes,None,172,Dovercourt Village,D14,5
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,None,None,Yes,Yes,None,172,Dovercourt Village,D14,6
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,None,None,Yes,Yes,None,172,Dovercourt Village,D14,7
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,None,None,Yes,Yes,None,172,Dovercourt Village,D14,8
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,Yes,Yes,None,172,Dovercourt Village,D14,9
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,35 to 39,Minor,None,Yes,Yes,None,172,Dovercourt Village,D14,10
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,45 to 49,Minimal,None,Yes,Yes,None,172,Dovercourt Village,D14,11
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,5 to 9,None,None,Yes,Yes,None,172,Dovercourt Village,D14,12
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,15 to 19,None,None,Yes,Yes,None,172,Dovercourt Village,D14,13
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 24,None,None,Yes,Yes,None,172,Dovercourt Village,D14,14
2021-11-07,16:14:00,DUFFERIN ST,DUPONT ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,55 to 59,None,None,Yes,Yes,None,172,Dovercourt Village,D14,15
2021-11-09,10:13:00,BEDFORD RD,DAVENPORT RD,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,None,None,None,None,None,95,Annex,D53,1
2021-11-09,10:13:00,BEDFORD RD,DAVENPORT RD,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,85 to 89,Major,None,None,None,None,95,Annex,D53,2
2021-11-09,15:50:00,LAWRENCE  AVE W,DUFFLAW  RD,Major Arterial,North York,Rain,Daylight,Wet,Non-Fatal Injury,Driver,60 to 64,None,None,None,Yes,None,31,Yorkdale-Glen Park,D13,1
2021-11-09,15:50:00,LAWRENCE  AVE W,DUFFLAW  RD,Major Arterial,North York,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian,20 to 24,Major,None,None,Yes,None,31,Yorkdale-Glen Park,D13,2
2021-11-10,19:00:00,Aukland Road,Kipling Go station,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,unknown,None,None,None,None,None,159,Etobicoke City Centre,D22,1
2021-11-10,19:00:00,Aukland Road,Kipling Go station,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,75 to 79,Major,None,None,None,None,159,Etobicoke City Centre,D22,2
2021-11-12,20:09:00,650 OLD WESTON RD,None,Minor Arterial,Etobicoke York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,35 to 39,Minimal,None,Yes,Yes,None,91,Weston-Pelham Park,D12,1
2021-11-12,20:09:00,650 OLD WESTON RD,None,Minor Arterial,Etobicoke York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,30 to 34,Major,None,Yes,Yes,None,91,Weston-Pelham Park,D12,2
2021-11-12,20:30:00,DON VALLEY PARKWAY  S,DUNDAS ST E,Expressway,Toronto and East York,Clear,"Dark, artificial",Wet,Fatal,Pedestrian,30 to 34,Fatal,50,None,None,None,70,South Riverdale,D55,1
2021-11-12,20:30:00,DON VALLEY PARKWAY  S,DUNDAS ST E,Expressway,Toronto and East York,Clear,"Dark, artificial",Wet,Fatal,Driver,25 to 29,None,None,None,None,None,70,South Riverdale,D55,2
2021-11-12,20:30:00,DON VALLEY PARKWAY  S,DUNDAS ST E,Expressway,Toronto and East York,Clear,"Dark, artificial",Wet,Fatal,Passenger,30 to 34,None,None,None,None,None,70,South Riverdale,D55,3
2021-11-13,20:12:00,THE QUEENSWAY,HIGH ST,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Fatal,Driver,20 to 24,Fatal,51,None,None,None,16,Stonegate-Queensway,D22,1
2021-11-13,20:12:00,THE QUEENSWAY,HIGH ST,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Fatal,Driver,20 to 24,Major,None,None,None,None,16,Stonegate-Queensway,D22,2
2021-11-13,21:00:00,RENFORTH DR,CENTENNIAL PARK GT,Minor Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Fatal,Passenger,5 to 9,Fatal,52,None,None,None,11,Eringate-Centennial-West Deane,D22,1
2021-11-13,21:00:00,RENFORTH DR,CENTENNIAL PARK GT,Minor Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Fatal,Driver,30 to 34,Major,None,None,None,None,11,Eringate-Centennial-West Deane,D22,2
2021-11-16,21:30:00,DUNDAS ST W,HIGHWAY 427 C N,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,15 to 19,Major,None,Yes,Yes,None,159,Etobicoke City Centre,D22,1
2021-11-16,23:30:00,LAKE SHORE BLVD W,BATHURST ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,None,None,163,Fort York-Liberty Village,D14,1
2021-11-16,23:30:00,LAKE SHORE BLVD W,BATHURST ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,None,None,None,None,163,Fort York-Liberty Village,D14,2
2021-11-17,18:56:00,LAKE SHORE BLVD W,SHORE BREEZE DR,Major Arterial,Etobicoke York,Rain,Dark,Wet,Non-Fatal Injury,Driver,15 to 19,None,None,None,None,None,161,Humber Bay Shores,D22,1
2021-11-17,18:56:00,LAKE SHORE BLVD W,SHORE BREEZE DR,Major Arterial,Etobicoke York,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian,25 to 29,Major,None,None,None,None,161,Humber Bay Shores,D22,2
2021-11-18,9:59:00,SHERBOURNE ST,DUNDAS ST  E,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Fatal,Truck Driver,55 to 59,Minimal,None,None,None,None,73,Moss Park,D51,1
2021-11-18,9:59:00,SHERBOURNE ST,DUNDAS ST  E,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Fatal,Wheelchair,55 to 59,Fatal,53,None,None,None,73,Moss Park,D51,2
2021-11-21,19:23:00,JANE ST,SHEPPARD AV W,Major Arterial,Etobicoke York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,55 to 59,None,None,None,None,None,25,Glenfield-Jane Heights,D31,1
2021-11-21,19:23:00,JANE ST,SHEPPARD AV W,Major Arterial,Etobicoke York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,35 to 39,Major,None,None,None,None,25,Glenfield-Jane Heights,D31,2
2021-11-24,18:10:00,24 GRANDVIEW AVE,None,Local,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Truck Driver,55 to 59,None,None,None,None,None,68,North Riverdale,D55,1
